"","HOME","ROAD","GAME.DATE","W.L","SPREAD","VegPred","log1Pred","log1WL","log2Pred","log2WL","log3Pred","log3WL","RFWL","XGWL","lassoPred","lassoWL","XGPred","RFPred"
"3994","CLE","UTA",2015-11-10,1,-5.5,1,0.575217036128111,1,0.575217036128111,1,0.598627167292718,1,"1","1",0.593835407291102,1,0.586028337478638,0.62
"3996","CHA","BKN",2015-11-18,1,-6.5,1,0.857587025402424,1,0.857587025402424,1,0.794226106015667,1,"1","1",0.774495566186337,1,0.803452849388123,0.95
"4001","CHA","MIL",2015-11-29,1,-6.5,1,0.85190474762838,1,0.85190474762838,1,0.828076824462032,1,"1","1",0.83159890218691,1,0.834537208080292,0.98
"4004","BOS","CHI",2015-12-09,1,-3.5,1,0.742893634812799,1,0.742893634812799,1,0.731144930084889,1,"1","1",0.696636740648586,1,0.712619245052338,0.86
"4008","ORL","ATL",2015-12-20,0,1.5,0,0.617987664263046,1,0.617987664263046,1,0.600997629781394,1,"1","1",0.594072598741626,1,0.599951446056366,0.75
"4012","MIA","IND",2016-01-04,1,-1.5,1,0.667387411339193,1,0.667387411339193,1,0.646757797699034,1,"1","1",0.636533449958662,1,0.643074750900269,0.86
"4016","HOU","IND",2016-01-10,1,-2.5,1,0.554733210471222,1,0.554733210471222,1,0.485741518890292,0,"1","1",0.501271218040834,1,0.504713177680969,0.51
"4021","HOU","MIL",2016-01-22,1,-2.5,1,0.649348457945136,1,0.649348457945136,1,0.652993858705736,1,"1","1",0.625942628520407,1,0.639736235141754,0.89
"4026","BOS","SAC",2016-02-07,1,-7.5,1,0.689217589122177,1,0.689217589122177,1,0.711483066048827,1,"1","1",0.699968959024556,1,0.708850800991058,0.72
"4042","IND","HOU",2016-03-27,1,-1.5,1,0.614079034939678,1,0.614079034939678,1,0.636314657591473,1,"1","1",0.640222755568998,1,0.643239915370941,0.82
"4045","LAC","WAS",2016-04-03,1,-6.5,1,0.728343317414603,1,0.728343317414603,1,0.752749769772636,1,"1","1",0.733924894694007,1,0.756356120109558,0.89
"4050","LAL","SAS",2016-11-18,0,7.5,0,0.371069688732462,0,0.371069688732462,0,0.460758589403338,0,"0","0",0.467918755578554,0,0.429976373910904,0.53
"4052","MIA","MEM",2016-11-26,0,1.5,0,0.614907446413595,1,0.614907446413595,1,0.540451435519784,1,"1","1",0.549770499790557,1,0.575672149658203,0.64
"4062","NYK","ATL",2017-01-16,0,2.5,0,0.38440271260618,0,0.38440271260618,0,0.410502454082044,0,"0","0",0.431153461378353,0,0.421948611736298,0.36
"4064","NYK","WAS",2017-01-19,0,1.5,0,0.447796778955674,0,0.447796778955674,0,0.471732429743925,0,"0","0",0.491584324403283,0,0.478926151990891,0.42
"4069","CHI","PHX",2017-02-24,1,-5.5,1,0.734910012716009,1,0.734910012716009,1,0.710247627286903,1,"1","1",0.666498995287104,1,0.713732898235321,0.75
"4076","LAC","NYK",2017-03-20,1,-10.5,1,0.833867139229656,1,0.833867139229656,1,0.82728885111983,1,"1","1",0.793567727928221,1,0.828383445739746,0.96
"4079","LAL","SAC",2017-04-07,1,-2.5,1,0.537536205139294,1,0.537536205139294,1,0.556838262479515,1,"0","1",0.559054076602926,1,0.566482961177826,0.45
"4082","HOU","TOR",2013-11-11,1,-7,1,0.705939078177759,1,0.705939078177759,1,0.669441268773616,1,"1","1",0.680680669411607,1,0.709486305713654,0.82
"4083","UTA","SAS",2013-11-15,0,10,0,0.120709502201528,0,0.120709502201528,0,0.0754348636948052,0,"0","0",0.100280188415556,0,0.0736006572842598,0.24
"4088","TOR","PHI",2013-12-13,1,-7,1,0.755354636301867,1,0.755354636301867,1,0.767689066424729,1,"1","1",0.726630830573884,1,0.767857491970062,0.79
"4094","MIA","TOR",2014-01-05,1,-6,1,0.772580895150778,1,0.772580895150778,1,0.794150959874157,1,"1","1",0.737582627215104,1,0.790773153305054,0.74
"4099","BKN","DAL",2014-01-24,1,-2,1,0.60353384853165,1,0.60353384853165,1,0.557396659964536,1,"1","1",0.575886614514827,1,0.574889183044434,0.54
"4102","MIN","NOP",2014-01-29,1,-10,1,0.731778680987542,1,0.731778680987542,1,0.700736705033375,1,"1","1",0.692482236709804,1,0.688831269741058,0.76
"4103","LAC","WAS",2014-01-29,1,-8,1,0.822670248107496,1,0.822670248107496,1,0.800467760503498,1,"1","1",0.77285335005439,1,0.799478769302368,0.91
"4105","BOS","ORL",2014-02-02,1,-6,1,0.525474456897227,1,0.525474456897227,1,0.611825954218777,1,"1","1",0.577990081671047,1,0.600139915943146,0.59
"4106","OKC","MEM",2014-02-03,1,-8,1,0.796088391340907,1,0.796088391340907,1,0.776839837705757,1,"1","1",0.729398735536504,1,0.77156263589859,0.86
"4113","NOP","DEN",2014-03-09,1,-3,1,0.599527100564335,1,0.599527100564335,1,0.601681389738877,1,"1","1",0.572712534480234,1,0.589658558368683,0.61
"4115","MIA","WAS",2014-03-10,1,-8,1,0.737737426744076,1,0.737737426744076,1,0.757848748061669,1,"1","1",0.698466208286173,1,0.745741128921509,0.87
"4118","CHI","SAC",2014-03-15,1,-8,1,0.646251573778649,1,0.646251573778649,1,0.712050487244328,1,"1","1",0.700830065361656,1,0.701855659484863,0.82
"4122","HOU","SAS",2014-04-14,1,-5,1,0.485742892848983,0,0.485742892848983,0,0.470811391218781,0,"0","0",0.53389540653166,1,0.484526962041855,0.46
"4126","BOS","POR",2014-11-23,0,5,0,0.243071342655773,0,0.243071342655773,0,0.284756363272966,0,"0","0",0.325854185864819,0,0.281740963459015,0.19
"4132","DEN","HOU",2014-12-17,0,3,0,0.440284491521502,0,0.440284491521502,0,0.418423775012285,0,"0","0",0.413074975137398,0,0.420569270849228,0.32
"4135","BKN","DAL",2015-01-05,0,7,0,0.309278591584275,0,0.309278591584275,0,0.34454498159087,0,"0","0",0.342125361998264,0,0.338454216718674,0.16
"4142","BOS","HOU",2015-01-30,0,7,0,0.464923411823487,0,0.464923411823487,0,0.450044546869181,0,"0","0",0.461550673384861,0,0.449853420257568,0.27
"4143","MIN","MIA",2015-02-04,1,-2,1,0.322601628850107,0,0.322601628850107,0,0.366983105879452,0,"0","0",0.411172867931984,0,0.364161193370819,0.26
"4146","CLE","LAL",2015-02-08,1,-14,1,0.843685045584293,1,0.843685045584293,1,0.809828844131078,1,"1","1",0.788363283135265,1,0.809344172477722,0.96
"4150","IND","MIL",2015-03-12,1,-7,1,0.541463359449946,1,0.541463359449946,1,0.507906783264595,1,"1","1",0.586125415907456,1,0.517406523227692,0.63
"4156","CHI","ATL",2015-04-15,1,-5,1,0.48326529163406,0,0.48326529163406,0,0.483584251168583,0,"0","0",0.511050832171048,1,0.496262341737747,0.4
"4160","CHA","CLE",2015-11-27,0,4,0,0.447474363261261,0,0.447474363261261,0,0.459003216797908,0,"0","0",0.515951604835805,1,0.466934263706207,0.34
"4161","POR","NOP",2015-12-14,1,-3,1,0.803346587311614,1,0.803346587311614,1,0.759537808701459,1,"1","1",0.726989030362567,1,0.763177216053009,0.91
"4176","MIN","UTA",2016-03-26,0,8,0,0.497842317680512,0,0.497842317680512,0,0.43991700493428,0,"1","0",0.498819779019492,0,0.437789171934128,0.6
"4177","MIN","PHX",2016-03-28,1,-6,1,0.673322055458952,1,0.673322055458952,1,0.761889192305212,1,"1","1",0.735557490014384,1,0.769079446792603,0.84
"4181","SAS","DET",2016-11-11,1,-9,1,0.675710999527501,1,0.675710999527501,1,0.753656395186085,1,"1","1",0.708693955877989,1,0.730637729167938,0.81
"4182","CHI","WAS",2016-11-12,1,-10,1,0.795554238981793,1,0.795554238981793,1,0.765071966010518,1,"1","1",0.74313884390385,1,0.77582198381424,1
"4187","PHI","MEM",2016-11-23,0,6,0,0.326815222815673,0,0.326815222815673,0,0.287405778841196,0,"0","0",0.348036029915498,0,0.300642222166061,0.27
"4188","ORL","WAS",2016-11-25,0,2,0,0.524222683012027,1,0.524222683012027,1,0.461813137273606,0,"0","0",0.493219016304462,0,0.493148803710938,0.57
"4191","MIL","BKN",2016-12-03,1,-10,1,0.836005878862105,1,0.836005878862105,1,0.856984048694831,1,"1","1",0.831514502762053,1,0.860043346881866,0.96
"4194","OKC","HOU",2016-12-09,0,2,0,0.550432424589571,1,0.550432424589571,1,0.514859603716364,1,"1","1",0.519545267509846,1,0.510044574737549,0.59
"4196","MEM","CLE",2016-12-14,1,-7,1,0.189654467148467,0,0.189654467148467,0,0.31372113219102,0,"0","0",0.331634810649849,0,0.298443615436554,0.27
"4202","LAL","TOR",2017-01-01,0,8,0,0.198400110476693,0,0.198400110476693,0,0.242688568884698,0,"0","0",0.272832299139222,0,0.226564154028893,0.2
"4205","PHX","UTA",2017-01-16,0,6,0,0.227020369092716,0,0.227020369092716,0,0.309357819799734,0,"0","0",0.320778194941167,0,0.28008034825325,0.28
"4212","UTA","CHA",2017-02-04,1,-8,1,0.776691184288313,1,0.776691184288313,1,0.735577380052808,1,"1","1",0.708983502120202,1,0.743313491344452,0.86
"4213","BOS","LAC",2017-02-05,1,-6,1,0.462126672784583,0,0.462126672784583,0,0.565624099067335,1,"1","1",0.588035786425353,1,0.551296055316925,0.76
"4218","BKN","MIL",2017-02-15,0,5,0,0.217515843595649,0,0.217515843595649,0,0.267498901465456,0,"0","0",0.308050063569674,0,0.251112133264542,0.12
"4223","DAL","BKN",2017-03-10,1,-10,1,0.69023147572435,1,0.69023147572435,1,0.778070800341388,1,"1","1",0.745342081642687,1,0.769707083702087,0.89
"4225","GSW","MEM",2017-03-26,1,-11,1,0.858313164275672,1,0.858313164275672,1,0.862836775056572,1,"1","1",0.848655137426892,1,0.863360285758972,0.96
"4228","MIN","POR",2017-04-03,1,-2,1,0.575215925170657,1,0.575215925170657,1,0.588883380285918,1,"1","1",0.556084515106405,1,0.591936707496643,0.56
"4229","PHI","MIL",2017-04-08,0,7,0,0.427642145999625,0,0.427642145999625,0,0.454322549973517,0,"0","0",0.455915722436618,0,0.444813996553421,0.35
"4237","UTA","IND",2013-12-04,0,8.5,0,0.151911601432924,0,0.151911601432924,0,0.126131083138429,0,"0","0",0.159002473091886,0,0.119029305875301,0.22
"4243","BKN","CLE",2014-01-04,1,-6.5,1,0.74236186856744,1,0.74236186856744,1,0.704998287573175,1,"1","1",0.64925322959139,1,0.707518696784973,0.71
"4246","NOP","SAS",2014-01-13,0,6.5,0,0.317877970336792,0,0.317877970336792,0,0.274971498433664,0,"0","0",0.278534768051663,0,0.283713161945343,0.13
"4247","CHA","CHI",2014-01-25,0,1.5,0,0.45551592943271,0,0.45551592943271,0,0.479960605106079,0,"0","0",0.507951934083376,1,0.48392117023468,0.5
"4248","MIL","PHX",2014-01-29,0,8.5,0,0.178327313982886,0,0.178327313982886,0,0.230341573398378,0,"0","0",0.238550910426756,0,0.22036612033844,0.07
"4251","OKC","MIN",2014-02-05,1,-9.5,1,0.797832210712229,1,0.797832210712229,1,0.789518668151549,1,"1","1",0.745230458546006,1,0.795618891716003,0.93
"4254","SAS","DET",2014-02-26,1,-10.5,1,0.84980153836526,1,0.84980153836526,1,0.830126119636597,1,"1","1",0.801625895034702,1,0.833011865615845,0.96
"4257","UTA","ATL",2014-03-10,0,2.5,0,0.48932355183776,0,0.48932355183776,0,0.45525512742066,0,"0","0",0.464729835093209,0,0.464460849761963,0.35
"4259","MIA","MEM",2014-03-21,1,-4.5,1,0.748171380442924,1,0.748171380442924,1,0.759782934755088,1,"1","1",0.701292792708183,1,0.748818397521973,0.76
"4261","ORL","TOR",2014-03-30,0,4.5,0,0.353301376069636,0,0.353301376069636,0,0.371135864879007,0,"0","0",0.40730392722149,0,0.372894108295441,0.14
"4266","LAC","POR",2014-11-08,1,-4.5,1,0.29152687568358,0,0.29152687568358,0,0.299732775466536,0,"0","0",0.307577064927818,0,0.271274983882904,0.47
"4268","DET","PHX",2014-11-19,0,2.5,0,0.425533889690371,0,0.425533889690371,0,0.387791505423124,0,"0","0",0.444377046121827,0,0.399854719638824,0.42
"4269","GSW","UTA",2014-11-21,1,-12.5,1,0.907289507808065,1,0.907289507808065,1,0.876516339899774,1,"1","1",0.839897329768137,1,0.858415722846985,0.91
"4271","DEN","CHI",2014-11-25,1,-4.5,1,0.468782618316375,0,0.468782618316375,0,0.443944365270634,0,"0","0",0.496289102242644,0,0.445601880550385,0.34
"4278","MIL","ATL",2014-12-27,0,4.5,0,0.441813009599722,0,0.441813009599722,0,0.455177497069554,0,"0","0",0.470390998440245,0,0.454162687063217,0.22
"4279","ATL","CLE",2014-12-30,1,-8.5,1,0.64949888839791,1,0.64949888839791,1,0.666309291110177,1,"1","1",0.636297691896563,1,0.660359382629395,0.83
"4280","ORL","BKN",2015-01-02,0,2.5,0,0.47291748203764,0,0.47291748203764,0,0.487955850003665,0,"0","0",0.501296638084936,1,0.483706265687943,0.53
"4281","DET","ATL",2015-01-09,0,2.5,0,0.336286093877484,0,0.336286093877484,0,0.347842400828811,0,"0","0",0.403686431075001,0,0.351453840732574,0.33
"4285","LAL","CLE",2015-01-15,0,6.5,0,0.424507603356427,0,0.424507603356427,0,0.449500341031813,0,"0","0",0.490399210073003,0,0.459602296352386,0.26
"4286","SAC","LAC",2015-01-17,0,9.5,0,0.269083946720011,0,0.269083946720011,0,0.357080665670019,0,"0","0",0.39224538683913,0,0.355692148208618,0.3
"4288","DET","CLE",2015-01-27,0,8.5,0,0.484567655592321,0,0.484567655592321,0,0.4968421456464,0,"0","1",0.478462084096006,0,0.512069582939148,0.47
"4291","BOS","DEN",2015-02-04,1,-3.5,1,0.720050607776747,1,0.720050607776747,1,0.719371186092022,1,"1","1",0.696782058215283,1,0.726229548454285,0.93
"4294","HOU","MIL",2015-02-06,1,-5.5,1,0.567748651246768,1,0.567748651246768,1,0.566033265780847,1,"0","1",0.558607806476331,1,0.562068343162537,0.48
"4298","MIA","ATL",2015-02-28,0,2.5,0,0.381153585211005,0,0.381153585211005,0,0.383555962827155,0,"0","0",0.428214572786352,0,0.382500559091568,0.32
"4299","WAS","DET",2015-02-28,1,-4.5,1,0.547936890068082,1,0.547936890068082,1,0.688173721067096,1,"1","1",0.631883694206162,1,0.672890543937683,0.85
"4306","OKC","LAL",2015-03-24,1,-9.5,1,0.809552338362035,1,0.809552338362035,1,0.801280623329488,1,"1","1",0.778719998822785,1,0.799290418624878,0.98
"4310","GSW","POR",2015-04-09,1,-10.5,1,0.758905220330535,1,0.758905220330535,1,0.718685762527573,1,"1","1",0.686231518710786,1,0.729795575141907,0.85
"4317","LAC","ORL",2015-12-05,1,-2.5,1,0.585713684055044,1,0.585713684055044,1,0.574863312441012,1,"1","1",0.584335517846528,1,0.599285185337067,0.6
"4318","TOR","MIL",2015-12-11,1,-7.5,1,0.869977597866887,1,0.869977597866887,1,0.836905972603114,1,"1","1",0.809573431794482,1,0.841059386730194,0.91
"4327","ORL","BKN",2015-12-30,1,-7.5,1,0.809505873819469,1,0.809505873819469,1,0.807601928953399,1,"1","1",0.769964745151385,1,0.798125863075256,0.98
"4329","WAS","MIL",2016-01-13,1,-5.5,1,0.625851687116246,1,0.625851687116246,1,0.684448344749506,1,"1","1",0.67436252466624,1,0.673908472061157,0.91
"4334","IND","CLE",2016-02-01,0,5.5,0,0.460534190017008,0,0.460534190017008,0,0.449860542536467,0,"0","0",0.478932660287614,0,0.457938253879547,0.45
"4336","SAS","NOP",2016-02-03,1,-12.5,1,0.894113818876653,1,0.894113818876653,1,0.870889826033114,1,"1","1",0.845538233679132,1,0.866384565830231,0.96
"4339","MEM","MIN",2016-02-19,1,-4.5,1,0.652400887054953,1,0.652400887054953,1,0.640125637758024,1,"1","1",0.645990381841048,1,0.650336265563965,0.71
"4342","BOS","UTA",2016-02-29,1,-4.5,1,0.637480408176263,1,0.637480408176263,1,0.684257451259048,1,"1","1",0.666348721181797,1,0.693120777606964,0.75
"4346","IND","OKC",2016-03-19,0,3.5,0,0.35284794247462,0,0.35284794247462,0,0.383576093784482,0,"0","0",0.411487955615738,0,0.378289669752121,0.34
"4348","POR","DAL",2016-03-23,1,-6.5,1,0.596617522449559,1,0.596617522449559,1,0.602622204745592,1,"1","1",0.571835701082014,1,0.586635231971741,0.62
"4349","MIA","ORL",2016-03-25,1,-10.5,1,0.781683229872091,1,0.781683229872091,1,0.780829888037221,1,"1","1",0.764161995006551,1,0.794270098209381,0.91
"4352","LAC","DAL",2016-04-10,1,-6.5,1,0.744282017504698,1,0.744282017504698,1,0.689408227167058,1,"1","1",0.685658149765519,1,0.69299054145813,0.89
"4356","OKC","HOU",2016-11-16,1,-2.5,1,0.407281301360395,0,0.407281301360395,0,0.476109702256162,0,"0","0",0.477784652607264,0,0.453189879655838,0.57
"4358","ORL","DAL",2016-11-19,1,-7.5,1,0.497939623809762,0,0.497939623809762,0,0.490060318389737,0,"1","1",0.543586235664744,1,0.513002455234528,0.67
"4363","GSW","MIN",2016-11-26,1,-12.5,1,0.919621308521183,1,0.919621308521183,1,0.889307986086266,1,"1","1",0.8724734874156,1,0.887661695480347,0.97
"4365","MEM","LAL",2016-12-03,1,-2.5,1,0.648052960626799,1,0.648052960626799,1,0.722850318378261,1,"1","1",0.696978816527556,1,0.717598438262939,0.66
"4370","MEM","BOS",2016-12-20,0,2.5,0,0.493063061238294,0,0.493063061238294,0,0.536869920410163,1,"1","1",0.521819949917893,1,0.516101062297821,0.55
"4381","MIA","BKN",2017-01-30,1,-7.5,1,0.771496762153963,1,0.771496762153963,1,0.780229471790391,1,"1","1",0.778997773808351,1,0.80366039276123,0.82
"4382","NOP","PHX",2017-02-06,1,-5.5,1,0.835458171177919,1,0.835458171177919,1,0.701014373362848,1,"1","1",0.697033428456566,1,0.716911435127258,0.81
"4383","WAS","IND",2017-02-10,1,-5.5,1,0.618811234369075,1,0.618811234369075,1,0.628210006680772,1,"1","1",0.63266549212074,1,0.624353229999542,0.81
"4384","HOU","MIN",2017-02-25,1,-12.5,1,0.778126533718491,1,0.778126533718491,1,0.738507005827173,1,"1","1",0.72782915077388,1,0.738063514232635,0.86
"4389","SAS","UTA",2017-04-02,1,-5.5,1,0.650712981399512,1,0.650712981399512,1,0.653275279023593,1,"1","1",0.636488308870445,1,0.656256377696991,0.87
"4391","MEM","OKC",2017-04-05,0,2.5,0,0.62755884984787,1,0.62755884984787,1,0.636731574239211,1,"1","1",0.596420308554903,1,0.626340091228485,0.69
"4394","SAC","PHX",2013-11-19,1,-3,1,0.364421411807965,0,0.364421411807965,0,0.3141524746897,0,"0","0",0.350817701441758,0,0.316635429859161,0.18
"4395","DAL","HOU",2013-11-20,1,-3,1,0.428272278681222,0,0.428272278681222,0,0.565968926751441,1,"1","1",0.506574726332666,1,0.52602082490921,0.58
"4398","MEM","ORL",2013-12-09,1,-9,1,0.643105649490015,1,0.643105649490015,1,0.66605383995403,1,"1","1",0.654044367082807,1,0.662700533866882,0.68
"4403","CHA","NOP",2014-02-21,1,-3,1,0.612436359256041,1,0.612436359256041,1,0.615678816195001,1,"1","1",0.640331240457967,1,0.611422538757324,0.68
"4411","NOP","UTA",2014-03-28,1,-7,1,0.761936828308136,1,0.761936828308136,1,0.757997751554912,1,"1","1",0.752344678119414,1,0.758831858634949,0.9
"4413","UTA","NOP",2014-04-04,1,-4,1,0.525053910449198,1,0.525053910449198,1,0.477791546169775,0,"0","0",0.469622548691233,0,0.471086084842682,0.25
"4414","LAL","MEM",2014-04-13,0,12,0,0.242078291803446,0,0.242078291803446,0,0.318361124780837,0,"0","0",0.355039191646461,0,0.302839934825897,0.34
"4423","OKC","WAS",2015-01-02,1,-7,1,0.618031852476065,1,0.618031852476065,1,0.505941575923561,1,"0","1",0.549271587357616,1,0.525691151618958,0.42
"4429","MEM","PHI",2015-01-24,1,-18,1,0.946362743136523,1,0.946362743136523,1,0.91593287704327,1,"1","1",0.888618366773333,1,0.920569062232971,0.99
"4431","DAL","UTA",2015-02-11,1,-5,1,0.750597717405291,1,0.750597717405291,1,0.745763657291304,1,"1","1",0.732244895645774,1,0.75536584854126,0.85
"4435","MIL","IND",2015-03-26,1,-4,1,0.594992794558841,1,0.594992794558841,1,0.632182658004981,1,"1","1",0.620021360241782,1,0.616393744945526,0.72
"4436","BKN","LAL",2015-03-29,1,-8,1,0.553882602153273,1,0.553882602153273,1,0.604609739989419,1,"1","1",0.629907179356225,1,0.580369353294373,0.86
"4439","UTA","TOR",2015-11-18,1,-4,1,0.472279717308419,0,0.472279717308419,0,0.556358544195517,1,"1","1",0.547990710089339,1,0.560471713542938,0.52
"4440","DEN","GSW",2015-11-22,0,13,0,0.218618403450074,0,0.218618403450074,0,0.167608400467705,0,"0","0",0.208187665807323,0,0.171287015080452,0.07
"4447","DEN","CLE",2015-12-29,0,6,0,0.467070035228015,0,0.467070035228015,0,0.401869049425777,0,"0","0",0.414456268327071,0,0.400812387466431,0.32
"4449","WAS","BOS",2016-01-16,0,2,0,0.435430803313549,0,0.435430803313549,0,0.535318380500431,1,"0","1",0.537157894832717,1,0.519551753997803,0.51
"4456","MIL","OKC",2016-03-06,0,8,0,0.369201257252899,0,0.369201257252899,0,0.345203733365294,0,"0","0",0.395580072121237,0,0.359202295541763,0.18
"4465","PHI","BKN",2016-12-18,1,-1,1,0.708459381926232,1,0.708459381926232,1,0.656684542326164,1,"1","1",0.635197023394568,1,0.670465230941772,0.78
"4467","DEN","PHX",2017-01-26,1,-7,1,0.709825596025042,1,0.709825596025042,1,0.686073611828874,1,"1","1",0.689125173475249,1,0.699978828430176,0.86
